cultivo_nombre,anio,campania,provincia_nombre,provincia_id,departamento_nombre,departamento_id,superficie_sembrada_ha,superficie_cosechada_ha,produccion_tm,rendimiento_kgxha,humedad_suelo,temperatura_cosecha,proteinas,aceite
soja,2006,2006/07,Buenos Aires,6,ExaltaciÃ³n de la Cruz,6266.0,11300,11300,39470,3493,21.92,27.1,33.48,19.06
soja,2006,2006/07,Buenos Aires,6,Florentino Ameghino,6277.0,34450,34450,110704,3213,20.11,31.2,37.83,20.2
soja,2006,2006/07,Buenos Aires,6,General Alvarado,6280.0,22500,21550,48785,2264,27.08,30.0,33.91,18.74
soja,2006,2006/07,Buenos Aires,6,General Alvear,6287.0,13000,13000,36450,2804,35.83,19.1,38.92,21.85
soja,2006,2006/07,Buenos Aires,6,General Arenales,6294.0,85000,85000,320400,3769,12.35,32.2,39.75,22.01
soja,2006,2006/07,Buenos Aires,6,General Belgrano,6301.0,18000,18000,59400,3300,12.18,21.9,38.31,21.99
soja,2006,2006/07,Buenos Aires,6,General Juan Madariaga,6315.0,6900,6760,17558,2597,35.51,33.9,32.44,21.25
soja,2006,2006/07,Buenos Aires,6,General La Madrid,6322.0,18500,18500,46800,2530,16.39,16.4,32.69,22.48
soja,2006,2006/07,Buenos Aires,6,General Las Heras,6329.0,3600,3600,12030,3342,30.06,24.7,33.36,18.22
soja,2006,2006/07,Buenos Aires,6,General Pinto,6351.0,50290,50290,181041,3600,26.29,26.9,33.84,23.75
soja,2006,2006/07,Buenos Aires,6,General PueyrredÃ³n,6357.0,16700,16000,36880,2305,34.99,20.0,43.88,19.33
soja,2006,2006/07,Buenos Aires,6,General RodrÃ­guez,6364.0,1800,1800,5740,3189,13.75,30.4,36.13,18.73
soja,2006,2006/07,Buenos Aires,6,General Viamonte,6385.0,62600,62600,227977,3642,13.89,27.5,35.5,23.65
soja,2006,2006/07,Buenos Aires,6,General Villegas,6392.0,139950,139950,499550,3569,26.7,15.4,32.63,22.98
soja,2006,2006/07,Buenos Aires,6,GuaminÃ­,6399.0,57000,57000,107700,1889,38.39,27.2,39.62,22.59
soja,2006,2006/07,Buenos Aires,6,HipÃ³lito Yrigoyen,6406.0,45000,45000,116500,2589,22.45,24.8,39.83,18.63
soja,2006,2006/07,Buenos Aires,6,JunÃ­n,6413.0,107900,107900,377120,3495,19.81,18.9,34.11,22.85
soja,2006,2006/07,Buenos Aires,6,Laprida,6448.0,16000,12700,21600,1701,28.2,34.9,43.03,21.65
soja,2006,2006/07,Buenos Aires,6,Las Flores,6455.0,19500,19500,68250,3500,37.91,32.9,41.61,22.39
soja,2006,2006/07,Buenos Aires,6,Leandro N. Alem,6462.0,85750,85750,319048,3721,35.11,20.9,34.76,23.87
soja,2006,2006/07,Buenos Aires,6,Lincoln,6469.0,106500,106500,357737,3359,39.86,25.8,37.83,19.17
soja,2006,2006/07,Buenos Aires,6,LoberÃ­a,6476.0,53000,50000,98555,1971,10.68,21.3,37.5,21.03
soja,2006,2006/07,Buenos Aires,6,Lobos,6483.0,26000,25600,83760,3272,13.39,30.5,36.18,22.52
soja,2006,2006/07,Buenos Aires,6,LujÃ¡n,6497.0,10600,10600,37200,3509,28.28,33.6,41.81,20.6
soja,2006,2006/07,Buenos Aires,6,MaipÃº,6511.0,3300,3230,7291,2257,34.62,22.2,33.31,18.33
soja,2006,2006/07,Buenos Aires,6,Mar Chiquita,6518.0,2200,2150,4812,2238,18.56,31.1,36.98,18.67
soja,2006,2006/07,Buenos Aires,6,Marcos Paz,6525.0,6200,6200,20260,3268,17.18,25.0,37.14,21.61
soja,2006,2006/07,Buenos Aires,6,Mercedes,6532.0,10950,10750,30500,2837,33.61,22.9,37.62,19.71
soja,2006,2006/07,Buenos Aires,6,Monte,6547.0,18600,18600,63720,3426,11.69,33.8,42.34,18.83
soja,2006,2006/07,Buenos Aires,6,Navarro,6574.0,25500,25300,87660,3465,21.08,25.2,34.62,20.04
soja,2006,2006/07,Buenos Aires,6,Necochea,6581.0,59800,55800,100980,1810,25.17,24.3,33.24,19.21
soja,2006,2006/07,Buenos Aires,6,9 de Julio,6588.0,99300,96800,300500,3104,26.81,28.4,39.41,18.14
soja,2006,2006/07,Buenos Aires,6,OlavarrÃ­a,6595.0,69000,69000,153700,2228,31.86,20.2,34.09,18.91
soja,2006,2006/07,Buenos Aires,6,Patagones,6602.0,800,600,960,1600,20.65,21.5,32.9,23.3
soja,2006,2006/07,Buenos Aires,6,PehuajÃ³,6609.0,108969,108969,328144,3011,28.38,33.6,37.12,18.07
soja,2006,2006/07,Buenos Aires,6,Pellegrini,6616.0,19000,19000,32200,1695,27.56,28.6,34.64,22.64
soja,2006,2006/07,Buenos Aires,6,Pergamino,6623.0,179850,179850,635910,3536,26.43,31.5,36.33,22.52
soja,2006,2006/07,Buenos Aires,6,Pilar,6638.0,1600,1600,5200,3250,29.21,20.4,35.12,21.39
soja,2006,2006/07,Buenos Aires,6,PuÃ¡n,6651.0,3000,3000,4250,1417,17.78,25.9,33.11,19.25
soja,2006,2006/07,Buenos Aires,6,Ramallo,6665.0,61950,61950,205935,3324,12.54,34.4,38.72,23.27
soja,2006,2006/07,Buenos Aires,6,Rauch,6672.0,5900,5750,14348,2495,13.58,21.4,32.32,20.85
soja,2006,2006/07,Buenos Aires,6,Rivadavia,6679.0,123237,123237,328990,2670,16.74,18.2,43.6,19.04
soja,2006,2006/07,Buenos Aires,6,Rojas,6686.0,99900,99900,375680,3761,25.01,25.2,36.1,20.57
soja,2006,2006/07,Buenos Aires,6,Roque PÃ©rez,6693.0,27000,26400,92080,3488,35.21,22.8,40.34,19.17
soja,2006,2006/07,Buenos Aires,6,Saavedra,6700.0,19500,19500,45750,2346,31.04,18.2,41.72,20.26
soja,2006,2006/07,Buenos Aires,6,Saladillo,6707.0,34000,33600,115720,3444,33.67,32.8,35.35,20.98
soja,2006,2006/07,Buenos Aires,6,Salto,6714.0,96700,96700,343040,3547,20.53,34.8,40.98,20.16
soja,2006,2006/07,Buenos Aires,6,SalliquelÃ³,6721.0,19000,19000,30300,1595,22.14,26.4,41.99,21.94
soja,2006,2006/07,Buenos Aires,6,San AndrÃ©s de Giles,6728.0,34200,34200,123160,3601,21.81,30.5,34.9,23.62
soja,2006,2006/07,Buenos Aires,6,San Antonio de Areco,6735.0,46620,46620,155490,3335,15.76,32.2,43.91,20.09
soja,2006,2006/07,Buenos Aires,6,San Cayetano,6742.0,41400,38600,61380,1590,11.84,29.0,32.25,20.13
soja,2006,2006/07,Buenos Aires,6,San NicolÃ¡s,6763.0,40450,40450,137065,3389,27.73,15.9,34.6,22.43
soja,2006,2006/07,Buenos Aires,6,San Pedro,6770.0,54850,54850,179575,3274,39.68,18.2,41.36,21.18
soja,2006,2006/07,Buenos Aires,6,Suipacha,6784.0,12200,11700,33500,2863,15.0,16.4,34.33,20.57
soja,2006,2006/07,Buenos Aires,6,Tandil,6791.0,84000,81300,122850,1511,11.4,15.2,40.38,22.88
soja,2006,2006/07,Buenos Aires,6,TapalquÃ©,6798.0,1400,1400,3020,2157,33.39,21.1,42.27,23.35
soja,2006,2006/07,Buenos Aires,6,Tornquist,6819.0,6500,6500,13800,2123,17.58,22.8,43.51,21.54
soja,2006,2006/07,Buenos Aires,6,Trenque Lauquen,6826.0,129551,129551,288567,2227,34.89,19.8,37.69,19.11
soja,2006,2006/07,Buenos Aires,6,Tres Arroyos,6833.0,97000,91000,152300,1674,31.12,16.3,43.65,20.8
soja,2006,2006/07,Buenos Aires,6,Tres Lomas,6847.0,21000,21000,34300,1633,38.37,25.6,36.94,21.03
soja,2006,2006/07,Buenos Aires,6,25 de Mayo,6854.0,54000,53600,177920,3319,22.27,20.5,34.62,20.59
soja,2006,2006/07,Buenos Aires,6,Villarino,6875.0,750,600,990,1650,29.86,30.9,38.17,19.57
soja,2006,2006/07,Buenos Aires,6,ZÃ¡rate,6882.0,25700,25700,83530,3250,23.95,15.2,39.8,20.83
soja,2006,2006/07,Catamarca,10,El Alto,10056.0,23000,23000,64400,2800,28.92,31.9,37.5,20.68
soja,2006,2006/07,Catamarca,10,Santa Rosa,10098.0,23000,23000,64400,2800,23.49,34.1,38.8,19.26
soja,2006,2006/07,CÃ³rdoba,14,Calamuchita,14007.0,96186,96186,274965,2859,15.66,29.3,37.0,23.42
soja,2006,2006/07,CÃ³rdoba,14,Capital,14014.0,5000,5000,14000,2800,25.24,29.7,38.3,23.31
soja,2006,2006/07,CÃ³rdoba,14,ColÃ³n,14021.0,105000,105000,334000,3181,25.86,33.7,43.43,22.56
soja,2006,2006/07,CÃ³rdoba,14,General Roca,14035.0,180000,177500,674300,3799,34.32,19.2,38.0,20.41
soja,2006,2006/07,CÃ³rdoba,14,General San MartÃ­n,14042.0,210000,210000,602500,2869,32.07,34.9,35.04,20.22
soja,2006,2006/07,CÃ³rdoba,14,IschilÃ­n,14049.0,38000,38000,113400,2984,29.91,30.5,41.1,22.3
soja,2006,2006/07,CÃ³rdoba,14,JuÃ¡rez Celman,14056.0,323186,323186,955965,2958,13.4,29.5,36.05,21.65
soja,2006,2006/07,CÃ³rdoba,14,Marcos JuÃ¡rez,14063.0,606300,601600,2155920,3584,31.62,22.2,41.79,21.6
soja,2006,2006/07,CÃ³rdoba,14,Pocho,14077.0,589,589,1183,2008,25.01,25.9,32.68,18.74
soja,2006,2006/07,CÃ³rdoba,14,Presidente Roque SÃ¡enz PeÃ±a,14084.0,165000,161000,595450,3698,36.82,28.1,35.99,21.71
soja,2006,2006/07,CÃ³rdoba,14,RÃ­o Cuarto,14098.0,469760,467760,1358400,2904,37.6,27.4,33.13,23.41
soja,2006,2006/07,CÃ³rdoba,14,RÃ­o Primero,14105.0,352000,352000,1122400,3189,11.65,29.1,33.02,18.51
soja,2006,2006/07,CÃ³rdoba,14,RÃ­o Seco,14112.0,57000,57000,162100,2844,34.62,16.6,39.9,20.04
soja,2006,2006/07,CÃ³rdoba,14,RÃ­o Segundo,14119.0,295000,295000,889000,3014,11.13,22.1,36.62,21.05
soja,2006,2006/07,CÃ³rdoba,14,San Alberto,14126.0,757,757,1522,2011,21.02,23.7,42.46,22.12
soja,2006,2006/07,CÃ³rdoba,14,San Javier,14133.0,4104,4104,10865,2647,26.27,20.2,38.2,18.54
soja,2006,2006/07,CÃ³rdoba,14,San Justo,14140.0,304000,292500,914850,3128,14.44,18.5,35.54,23.24
soja,2006,2006/07,CÃ³rdoba,14,Santa MarÃ­a,14147.0,121000,121000,359040,2967,32.39,17.8,40.65,18.24
soja,2006,2006/07,CÃ³rdoba,14,Sobremonte,14154.0,19000,19000,53200,2800,10.25,22.3,39.49,23.15
soja,2006,2006/07,CÃ³rdoba,14,Tercero Arriba,14161.0,305000,305000,952800,3124,15.06,24.9,41.6,18.17
soja,2006,2006/07,CÃ³rdoba,14,Totoral,14168.0,132000,132000,434200,3289,27.42,16.3,39.72,18.92
soja,2006,2006/07,CÃ³rdoba,14,Tulumba,14175.0,113000,113000,325100,2877,31.43,33.9,34.0,22.8
soja,2006,2006/07,CÃ³rdoba,14,UniÃ³n,14182.0,576000,570300,1867870,3275,37.5,30.3,40.04,23.16
soja,2006,2006/07,Corrientes,18,otros departamentos,,22000,19000,33600,1768,31.16,29.6,36.7,23.89
soja,2006,2006/07,Chaco,22,Almirante Brown,22007.0,89000,89000,186900,2100,30.15,18.5,37.56,18.69
soja,2006,2006/07,Chaco,22,Bermejo,22014.0,2500,2500,4750,1900,21.83,27.1,43.06,21.16
soja,2006,2006/07,Chaco,22,Comandante FernÃ¡ndez,22021.0,57000,56400,106600,1890,10.04,25.6,36.32,18.46
soja,2006,2006/07,Chaco,22,Chacabuco,22028.0,75000,75000,157500,2100,13.6,34.6,39.34,18.94
soja,2006,2006/07,Chaco,22,12 de Octubre,22036.0,85000,85000,161500,1900,26.04,30.0,36.36,19.05
soja,2006,2006/07,Chaco,22,2 de Abril,22039.0,41000,40750,72900,1789,30.25,26.5,33.14,18.38
soja,2006,2006/07,Chaco,22,Fray Justo Santa MarÃ­a de Oro,22043.0,47000,46300,82950,1792,22.52,32.0,37.44,23.36
soja,2006,2006/07,Chaco,22,General Belgrano,22049.0,47000,46200,87300,1890,31.92,18.1,39.16,18.76
soja,2006,2006/07,Chaco,22,General Donovan,22056.0,600,600,1020,1700,25.66,15.3,36.89,21.78
soja,2006,2006/07,Chaco,22,General GÃ¼emes,22063.0,6000,6000,10200,1700,12.23,28.8,36.69,21.75
soja,2006,2006/07,Chaco,22,Independencia,22070.0,39500,38600,65320,1692,15.76,17.0,41.84,19.19
soja,2006,2006/07,Chaco,22,Libertad,22077.0,500,500,850,1700,35.2,17.3,32.36,23.99
soja,2006,2006/07,Chaco,22,Libertador General San MartÃ­n,22084.0,4200,3875,6975,1800,31.75,29.9,35.55,20.08
soja,2006,2006/07,Chaco,22,MaipÃº,22091.0,14750,14250,24225,1700,36.84,20.4,41.74,23.43
soja,2006,2006/07,Chaco,22,Mayor Luis J. Fontana,22098.0,14000,12300,20910,1700,13.53,27.6,43.05,23.69
soja,2006,2006/07,Chaco,22,9 de Julio,22105.0,66500,66500,113050,1700,39.71,33.3,36.95,23.69
soja,2006,2006/07,Chaco,22,O'Higgins,22112.0,46000,45000,80970,1799,16.28,21.3,42.67,22.52
soja,2006,2006/07,Chaco,22,Presidencia de la Plaza,22119.0,1500,1500,2550,1700,10.35,19.3,34.39,19.52
soja,2006,2006/07,Chaco,22,Quitilipi,22133.0,7500,7250,11575,1597,39.92,17.1,34.66,18.72
soja,2006,2006/07,Chaco,22,San Fernando,22140.0,13000,13000,22100,1700,18.43,17.6,42.15,21.42
soja,2006,2006/07,Chaco,22,San Lorenzo,22147.0,12000,11700,18720,1600,30.04,16.2,42.84,20.16
soja,2006,2006/07,Chaco,22,Sargento Cabral,22154.0,9000,8997,15295,1700,15.3,16.8,34.67,22.99
soja,2006,2006/07,Chaco,22,25 de Mayo,22168.0,500,500,800,1600,27.41,23.6,32.71,22.47
soja,2006,2006/07,Entre RÃ­os,30,ColÃ³n,30008.0,30000,28820,70559,2448,37.12,21.4,33.08,19.66
soja,2006,2006/07,Entre RÃ­os,30,Concordia,30015.0,42000,41500,121020,2916,19.61,29.1,35.14,18.1
soja,2006,2006/07,Entre RÃ­os,30,Diamante,30021.0,141000,139900,441740,3158,30.11,32.4,41.14,19.42
soja,2006,2006/07,Entre RÃ­os,30,FederaciÃ³n,30028.0,14800,14300,37560,2627,15.64,30.7,38.12,21.4
soja,2006,2006/07,Entre RÃ­os,30,Federal,30035.0,27100,26900,72860,2709,28.74,25.6,37.47,18.47
soja,2006,2006/07,Entre RÃ­os,30,Feliciano,30042.0,14200,13900,35260,2537,20.09,17.0,39.01,21.95
soja,2006,2006/07,Entre RÃ­os,30,Gualeguay,30049.0,117000,115900,311070,2684,16.34,29.2,42.68,22.03
soja,2006,2006/07,Entre RÃ­os,30,GualeguaychÃº,30056.0,130000,129200,334915,2592,19.4,22.3,33.09,19.02
soja,2006,2006/07,Entre RÃ­os,30,La Paz,30070.0,112500,111100,325980,2934,15.37,16.7,40.34,21.58
soja,2006,2006/07,Entre RÃ­os,30,NogoyÃ¡,30077.0,133000,131200,323420,2465,37.06,31.8,43.12,21.64
soja,2006,2006/07,Entre RÃ­os,30,ParanÃ¡,30084.0,191000,188400,565560,3002,21.92,21.8,34.56,20.87
soja,2006,2006/07,Entre RÃ­os,30,San Salvador,30088.0,31000,30830,69317,2248,17.36,19.4,42.05,23.72
soja,2006,2006/07,Entre RÃ­os,30,Tala,30091.0,65000,64550,159385,2469,23.45,32.4,40.38,18.65
soja,2006,2006/07,Entre RÃ­os,30,Uruguay,30098.0,133000,132050,361265,2736,19.62,33.0,32.17,20.44
soja,2006,2006/07,Entre RÃ­os,30,Victoria,30105.0,119000,117750,338800,2877,32.33,21.8,34.78,23.3
soja,2006,2006/07,Entre RÃ­os,30,Villaguay,30113.0,135000,134350,358765,2670,39.14,22.1,39.27,20.32
soja,2006,2006/07,Formosa,34,Bermejo,34007.0,550,550,935,1700,23.14,26.6,38.03,20.55
soja,2006,2006/07,Formosa,34,LaishÃ­,34021.0,772,772,2019,2615,35.83,29.7,38.34,22.01
soja,2006,2006/07,Formosa,34,PatiÃ±o,34035.0,7216,7216,13090,1814,26.98,16.3,34.78,21.99
soja,2006,2006/07,Formosa,34,PilagÃ¡s,34042.0,767,767,1570,2047,14.72,26.9,40.1,18.14
soja,2006,2006/07,Formosa,34,Pilcomayo,34049.0,1091,1091,2361,2164,30.72,34.1,35.2,20.73
soja,2006,2006/07,Formosa,34,PiranÃ©,34056.0,12202,12202,28344,2323,25.4,20.2,36.67,20.0
soja,2006,2006/07,Jujuy,38,Ledesma,38035.0,500,500,1350,2700,29.52,33.2,36.43,21.77
soja,2006,2006/07,Jujuy,38,San Pedro,38063.0,3000,3000,7800,2600,36.69,34.0,40.06,21.33
soja,2006,2006/07,Jujuy,38,Santa BÃ¡rbara,38070.0,2500,2500,7000,2800,23.21,20.4,33.08,21.91
soja,2006,2006/07,La Pampa,42,AtreucÃ³,42007.0,18000,17950,30925,1723,37.04,30.1,34.47,21.92
soja,2006,2006/07,La Pampa,42,Capital,42021.0,7000,6980,13560,1943,32.52,19.8,34.41,19.53
soja,2006,2006/07,La Pampa,42,CatrilÃ³,42028.0,16500,16500,33700,2042,24.66,29.8,33.3,19.48
soja,2006,2006/07,La Pampa,42,Conhelo,42035.0,11800,11300,10700,947,28.1,30.9,34.49,20.22
soja,2006,2006/07,La Pampa,42,ChapaleufÃº,42056.0,54000,52600,142600,2711,19.77,19.9,39.28,19.45
soja,2006,2006/07,La Pampa,42,GuatrachÃ©,42070.0,200,200,180,900,39.51,29.3,40.79,22.1
soja,2006,2006/07,La Pampa,42,MaracÃ³,42105.0,42800,41700,97800,2345,30.02,31.2,39.92,21.62
soja,2006,2006/07,La Pampa,42,QuemÃº QuemÃº,42119.0,32700,32000,71400,2231,11.32,22.2,37.7,19.3
soja,2006,2006/07,La Pampa,42,Rancul,42126.0,19900,18950,35200,1858,19.8,18.4,32.63,23.3
soja,2006,2006/07,La Pampa,42,RealicÃ³,42133.0,29800,29250,61000,2085,28.7,16.8,43.51,20.76
soja,2006,2006/07,La Pampa,42,Toay,42140.0,1000,980,882,900,11.69,26.5,34.02,18.76
soja,2006,2006/07,La Pampa,42,Trenel,42147.0,9600,9400,12000,1277,10.72,34.6,40.02,19.28
soja,2006,2006/07,La Pampa,42,UtracÃ¡n,42154.0,200,190,152,800,23.5,31.5,42.95,21.24
soja,2006,2006/07,Misiones,54,CainguÃ¡s,54014.0,50,46,90,1957,19.98,23.7,40.37,20.03
soja,2006,2006/07,Misiones,54,General Manuel Belgrano,54049.0,150,145,300,2069,23.15,25.7,34.62,23.11
soja,2006,2006/07,Misiones,54,GuaranÃ­,54056.0,370,350,700,2000,17.88,20.6,35.79,20.97
soja,2006,2006/07,Misiones,54,Leandro N. Alem,54070.0,10,10,20,2000,14.94,18.3,32.36,23.49
soja,2006,2006/07,Misiones,54,OberÃ¡,54091.0,10,10,20,2000,30.67,24.6,39.35,18.61
soja,2006,2006/07,Misiones,54,San Javier,54105.0,10,9,20,2222,25.44,24.3,39.36,22.01
soja,2006,2006/07,Misiones,54,San Pedro,54112.0,70,65,130,2000,16.0,25.4,40.71,23.31
soja,2006,2006/07,Misiones,54,25 de Mayo,54119.0,280,250,530,2120,19.59,34.1,32.13,19.76
soja,2006,2006/07,Salta,66,Anta,66007.0,250000,250000,750000,3000,27.75,27.1,41.81,18.81
soja,2006,2006/07,Salta,66,General JosÃ© de San MartÃ­n,66056.0,95000,95000,247000,2600,12.17,27.1,40.86,20.74
soja,2006,2006/07,Salta,66,La Candelaria,66084.0,1000,1000,2800,2800,14.42,17.6,33.69,23.77
soja,2006,2006/07,Salta,66,MetÃ¡n,66112.0,50000,50000,140000,2800,12.2,34.9,36.17,21.8
soja,2006,2006/07,Salta,66,OrÃ¡n,66126.0,28000,28000,72800,2600,34.37,30.5,39.66,21.86
soja,2006,2006/07,Salta,66,Rosario de la Frontera,66140.0,53000,53000,148400,2800,32.57,32.5,37.95,22.03
soja,2006,2006/07,San Luis,74,Ayacucho,74007.0,7000,7000,19600,2800,32.6,23.3,33.38,18.24
soja,2006,2006/07,San Luis,74,Coronel Pringles,74021.0,9000,9000,25200,2800,31.49,25.0,33.05,20.67
soja,2006,2006/07,San Luis,74,Chacabuco,74028.0,11500,11500,26450,2300,30.08,25.4,41.38,18.47
soja,2006,2006/07,San Luis,74,General Pedernera,74035.0,30000,26900,48420,1800,24.31,18.9,33.87,19.9
soja,2006,2006/07,San Luis,74,Gobernador Dupuy,74042.0,12500,12500,21250,1700,29.27,28.8,34.07,22.93
soja,2006,2006/07,San Luis,74,Juan MartÃ­n de PueyrredÃ³n,74056.0,13000,13000,35100,2700,11.15,33.1,41.97,21.94
soja,2006,2006/07,Santa Fe,82,Belgrano,82007.0,197650,197000,660070,3351,28.64,18.3,39.35,23.97
soja,2006,2006/07,Santa Fe,82,Caseros,82014.0,284550,284550,996210,3501,33.34,16.7,39.26,19.03
soja,2006,2006/07,Santa Fe,82,Castellanos,82021.0,248000,245000,769200,3140,25.01,29.8,37.75,20.38
soja,2006,2006/07,Santa Fe,82,ConstituciÃ³n,82028.0,222100,222100,804020,3620,20.73,20.5,38.83,22.86
soja,2006,2006/07,Santa Fe,82,Garay,82035.0,4000,4000,8800,2200,18.32,27.5,39.22,19.29
soja,2006,2006/07,Santa Fe,82,General LÃ³pez,82042.0,652300,636105,2276454,3579,29.28,28.9,43.61,18.92
soja,2006,2006/07,Santa Fe,82,General Obligado,82049.0,83000,79100,191000,2415,30.78,21.4,34.68,20.57
soja,2006,2006/07,Santa Fe,82,Iriondo,82056.0,286420,286420,985970,3442,36.13,31.3,34.57,20.3
soja,2006,2006/07,Santa Fe,82,La Capital,82063.0,48000,48000,126150,2628,20.27,26.0,32.69,23.88
soja,2006,2006/07,Santa Fe,82,Las Colonias,82070.0,210000,206000,603900,2932,33.09,32.4,39.9,20.74
soja,2006,2006/07,Santa Fe,82,9 de Julio,82077.0,61000,58700,153200,2610,26.84,30.3,38.59,23.17
soja,2006,2006/07,Santa Fe,82,Rosario,82084.0,175400,175400,637990,3637,36.49,32.4,33.33,23.33
soja,2006,2006/07,Santa Fe,82,San CristÃ³bal,82091.0,85000,85000,225600,2654,25.83,15.4,36.37,18.95
soja,2006,2006/07,Santa Fe,82,San Javier,82098.0,15000,14100,38400,2723,25.53,19.9,34.14,22.29
soja,2006,2006/07,Santa Fe,82,San JerÃ³nimo,82105.0,290410,287610,927513,3225,27.34,16.8,35.98,19.67
soja,2006,2006/07,Santa Fe,82,San Justo,82112.0,135000,135000,352000,2607,32.48,23.8,43.42,18.57
soja,2006,2006/07,Santa Fe,82,San Lorenzo,82119.0,157000,157000,525740,3349,38.94,32.8,40.2,23.25
soja,2006,2006/07,Santa Fe,82,San MartÃ­n,82126.0,289770,284270,946718,3330,12.21,24.4,32.09,19.75
soja,2006,2006/07,Santa Fe,82,Vera,82133.0,30000,28200,66800,2369,11.6,32.0,35.03,20.07
soja,2006,2006/07,Santiago del Estero,86,Aguirre,86007.0,21000,20000,44000,2200,38.13,21.5,32.12,19.94
soja,2006,2006/07,Santiago del Estero,86,Alberdi,86014.0,57000,57000,146000,2561,25.9,21.8,40.58,19.2
soja,2006,2006/07,Santiago del Estero,86,Banda,86035.0,500,500,1250,2500,28.45,32.9,37.63,20.61
soja,2006,2006/07,Santiago del Estero,86,Belgrano,86042.0,118000,115000,278500,2422,24.47,23.5,43.93,20.57
soja,2006,2006/07,Santiago del Estero,86,Capital,86049.0,380,380,950,2500,12.81,30.8,40.8,20.45
soja,2006,2006/07,Santiago del Estero,86,Copo,86056.0,5500,5500,12650,2300,33.04,19.7,38.21,23.5
soja,2006,2006/07,Santiago del Estero,86,Choya,86063.0,2500,2500,5500,2200,32.42,34.0,41.66,20.04
soja,2006,2006/07,Santiago del Estero,86,Figueroa,86070.0,2000,2000,4600,2300,19.35,26.5,40.46,18.18
soja,2006,2006/07,Santiago del Estero,86,General Taboada,86077.0,152000,151500,377250,2490,19.19,30.2,34.93,19.07
soja,2006,2006/07,Santiago del Estero,86,GuasayÃ¡n,86084.0,1500,1500,3300,2200,35.14,16.8,38.36,22.33
soja,2006,2006/07,Santiago del Estero,86,JimÃ©nez,86091.0,73000,73000,215400,2951,12.17,24.9,38.67,21.55
soja,2006,2006/07,Santiago del Estero,86,Juan F. Ibarra,86098.0,68000,68000,170000,2500,36.43,33.0,37.41,23.71
soja,2006,2006/07,Santiago del Estero,86,Mitre,86112.0,2500,2500,5250,2100,17.7,32.5,34.15,22.17
soja,2006,2006/07,Santiago del Estero,86,Moreno,86119.0,192500,191500,438350,2289,27.79,15.9,34.68,19.17
soja,2006,2006/07,Santiago del Estero,86,Pellegrini,86133.0,48000,48000,131400,2738,38.08,21.1,35.37,18.72
soja,2006,2006/07,Santiago del Estero,86,RÃ­o Hondo,86147.0,11000,11000,27500,2500,30.34,23.9,32.12,21.12
soja,2006,2006/07,Santiago del Estero,86,Rivadavia,86154.0,42000,42000,96600,2300,22.43,18.4,43.0,21.99
soja,2006,2006/07,Santiago del Estero,86,Robles,86161.0,5000,5000,13800,2760,30.69,29.6,40.23,18.99
soja,2006,2006/07,Santiago del Estero,86,San MartÃ­n,86175.0,800,800,2000,2500,20.32,18.7,40.28,21.61
soja,2006,2006/07,Santiago del Estero,86,SilÃ­pica,86189.0,200,200,500,2500,18.32,21.9,38.87,23.19
soja,2006,2006/07,TucumÃ¡n,90,BurruyacÃº,90007.0,117350,117350,363785,3100,39.9,28.3,40.27,22.37
soja,2006,2006/07,TucumÃ¡n,90,Cruz Alta,90014.0,39280,39280,125696,3200,32.52,24.6,43.78,21.99
soja,2006,2006/07,TucumÃ¡n,90,Chicligasta,90021.0,980,980,3136,3200,29.34,29.8,36.62,22.74
soja,2006,2006/07,TucumÃ¡n,90,FamaillÃ¡,90028.0,190,190,608,3200,20.66,34.2,40.55,18.62
soja,2006,2006/07,TucumÃ¡n,90,Graneros,90035.0,28970,28970,89807,3100,11.47,17.3,36.31,19.22
soja,2006,2006/07,TucumÃ¡n,90,Juan Bautista Alberdi,90042.0,3340,3340,10354,3100,10.93,29.2,42.25,18.23
soja,2006,2006/07,TucumÃ¡n,90,La Cocha,90049.0,38130,38130,118203,3100,26.63,19.6,42.3,18.87
soja,2006,2006/07,TucumÃ¡n,90,Leales,90056.0,44890,44890,139159,3100,32.86,23.3,42.83,23.48
soja,2006,2006/07,TucumÃ¡n,90,Lules,90063.0,740,740,2368,3200,26.12,15.7,32.07,19.33
soja,2006,2006/07,TucumÃ¡n,90,Monteros,90070.0,50,50,160,3200,35.22,17.7,35.58,21.97
soja,2006,2006/07,TucumÃ¡n,90,RÃ­o Chico,90077.0,950,950,2850,3000,11.0,21.4,33.61,22.15
soja,2006,2006/07,TucumÃ¡n,90,Capital,90084.0,190,190,627,3300,21.0,21.8,37.45,21.87
soja,2006,2006/07,TucumÃ¡n,90,Simoca,90091.0,5540,5540,16620,3000,17.11,33.0,37.95,21.32
soja,2006,2006/07,TucumÃ¡n,90,TafÃ­ Viejo,90105.0,850,850,2635,3100,23.42,29.8,35.07,20.92
soja,2007,2007/08,Buenos Aires,6,Adolfo Alsina,6007.0,54600,52500,110383,2103,12.17,34.4,40.68,20.52
soja,2007,2007/08,Buenos Aires,6,Adolfo Gonzales Chaves,6014.0,44500,40300,59235,1470,38.62,27.0,35.24,23.5
soja,2007,2007/08,Buenos Aires,6,Alberti,6021.0,31000,30100,89264,2966,16.7,19.8,42.25,18.06
soja,2007,2007/08,Buenos Aires,6,Ayacucho,6042.0,2300,2180,3459,1587,37.67,21.6,34.13,18.32
